['0', 'onstandstepchanged', '3579', ['onstandstepchanged', ' <*>'], 'E0']
['469', 'onstandstepchanged', '3664', ['onstandstepchanged', ' <*>'], 'E0']
['476', 'onstandstepchanged', '3666', ['onstandstepchanged', ' <*>'], 'E0']
['483', 'onstandstepchanged', '3667', ['onstandstepchanged', ' <*>'], 'E0']
['490', 'onstandstepchanged', '3669', ['onstandstepchanged', ' <*>'], 'E0']
['497', 'onstandstepchanged', '3671', ['onstandstepchanged', ' <*>'], 'E0']
['504', 'onstandstepchanged', '3673', ['onstandstepchanged', ' <*>'], 'E0']
['511', 'onstandstepchanged', '3674', ['onstandstepchanged', ' <*>'], 'E0']
['518', 'onstandstepchanged', '3675', ['onstandstepchanged', ' <*>'], 'E0']
['525', 'onstandstepchanged', '3676', ['onstandstepchanged', ' <*>'], 'E0']
['532', 'onstandstepchanged', '3677', ['onstandstepchanged', ' <*>'], 'E0']
['539', 'onstandstepchanged', '3678', ['onstandstepchanged', ' <*>'], 'E0']
['546', 'onstandstepchanged', '3679', ['onstandstepchanged', ' <*>'], 'E0']
['553', 'onstandstepchanged', '3681', ['onstandstepchanged', ' <*>'], 'E0']
['560', 'onstandstepchanged', '3683', ['onstandstepchanged', ' <*>'], 'E0']
['568', 'onstandstepchanged', '3684', ['onstandstepchanged', ' <*>'], 'E0']
['575', 'onstandstepchanged', '3685', ['onstandstepchanged', ' <*>'], 'E0']
['582', 'onstandstepchanged', '3686', ['onstandstepchanged', ' <*>'], 'E0']
['589', 'onstandstepchanged', '3686', ['onstandstepchanged', ' <*>'], 'E0']
['596', 'onstandstepchanged', '3689', ['onstandstepchanged', ' <*>'], 'E0']
['603', 'onstandstepchanged', '3694', ['onstandstepchanged', ' <*>'], 'E0']
['610', 'onstandstepchanged', '3696', ['onstandstepchanged', ' <*>'], 'E0']
['617', 'onstandstepchanged', '3698', ['onstandstepchanged', ' <*>'], 'E0']
['624', 'onstandstepchanged', '3700', ['onstandstepchanged', ' <*>'], 'E0']
['631', 'onstandstepchanged', '3702', ['onstandstepchanged', ' <*>'], 'E0']
['638', 'onstandstepchanged', '3704', ['onstandstepchanged', ' <*>'], 'E0']
['645', 'onstandstepchanged', '3707', ['onstandstepchanged', ' <*>'], 'E0']
['652', 'onstandstepchanged', '3711', ['onstandstepchanged', ' <*>'], 'E0']
['659', 'onstandstepchanged', '3712', ['onstandstepchanged', ' <*>'], 'E0']
['666', 'onstandstepchanged', '3726', ['onstandstepchanged', ' <*>'], 'E0']
['673', 'onstandstepchanged', '3726', ['onstandstepchanged', ' <*>'], 'E0']
['680', 'onstandstepchanged', '3732', ['onstandstepchanged', ' <*>'], 'E0']
['682', 'onstandstepchanged', '3732', ['onstandstepchanged', ' <*>'], 'E0']
['689', 'onstandstepchanged', '3732', ['onstandstepchanged', ' <*>'], 'E0']
['693', 'onstandstepchanged', '3732', ['onstandstepchanged', ' <*>'], 'E0']
['699', 'onstandstepchanged', '3735', ['onstandstepchanged', ' <*>'], 'E0']
['796', 'onstandstepchanged', '3737', ['onstandstepchanged', ' <*>'], 'E0']
['803', 'onstandstepchanged', '3739', ['onstandstepchanged', ' <*>'], 'E0']
['810', 'onstandstepchanged', '3742', ['onstandstepchanged', ' <*>'], 'E0']
['818', 'onstandstepchanged', '3745', ['onstandstepchanged', ' <*>'], 'E0']
['825', 'onstandstepchanged', '3746', ['onstandstepchanged', ' <*>'], 'E0']
['832', 'onstandstepchanged', '3748', ['onstandstepchanged', ' <*>'], 'E0']
['839', 'onstandstepchanged', '3751', ['onstandstepchanged', ' <*>'], 'E0']
['846', 'onstandstepchanged', '3753', ['onstandstepchanged', ' <*>'], 'E0']
['853', 'onstandstepchanged', '3755', ['onstandstepchanged', ' <*>'], 'E0']
['860', 'onstandstepchanged', '3757', ['onstandstepchanged', ' <*>'], 'E0']
['867', 'onstandstepchanged', '3758', ['onstandstepchanged', ' <*>'], 'E0']
['874', 'onstandstepchanged', '3759', ['onstandstepchanged', ' <*>'], 'E0']
['881', 'onstandstepchanged', '3760', ['onstandstepchanged', ' <*>'], 'E0']
['888', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['895', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['901', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['910', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['921', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['925', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['932', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['938', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['944', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['955', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['967', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['971', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['978', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['985', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['993', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['997', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['1016', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['1023', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['1030', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['1034', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['1044', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['1052', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['1061', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['1065', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['1079', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['1085', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['1097', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['1104', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['1111', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['1115', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['1121', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['1127', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['1135', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['1142', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['1146', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['1152', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['1158', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['1165', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['1173', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['1177', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['1185', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['1192', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['1199', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['1203', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['1205', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['1212', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['1220', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['1227', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['1231', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['1233', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['1248', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['1264', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['1270', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['1277', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['1305', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['1317', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['1330', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['1334', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['1341', 'onstandstepchanged', '3761', ['onstandstepchanged', ' <*>'], 'E0']
['1347', 'onstandstepchanged', '3763', ['onstandstepchanged', ' <*>'], 'E0']
['1354', 'onstandstepchanged', '3764', ['onstandstepchanged', ' <*>'], 'E0']
['1361', 'onstandstepchanged', '3765', ['onstandstepchanged', ' <*>'], 'E0']
['1368', 'onstandstepchanged', '3768', ['onstandstepchanged', ' <*>'], 'E0']
['1375', 'onstandstepchanged', '3770', ['onstandstepchanged', ' <*>'], 'E0']
['1382', 'onstandstepchanged', '3772', ['onstandstepchanged', ' <*>'], 'E0']
['1389', 'onstandstepchanged', '3774', ['onstandstepchanged', ' <*>'], 'E0']
['1396', 'onstandstepchanged', '3777', ['onstandstepchanged', ' <*>'], 'E0']
['1403', 'onstandstepchanged', '3780', ['onstandstepchanged', ' <*>'], 'E0']
['1410', 'onstandstepchanged', '3783', ['onstandstepchanged', ' <*>'], 'E0']
['1417', 'onstandstepchanged', '3784', ['onstandstepchanged', ' <*>'], 'E0']
['1424', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1431', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1439', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1446', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1454', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1458', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1466', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1472', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1478', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1486', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1492', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1501', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1507', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1520', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1526', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1550', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1556', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1565', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1571', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1579', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1589', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1595', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1605', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1613', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1620', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1626', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1632', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1638', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1644', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1650', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1656', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1662', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1668', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1675', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1681', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1687', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1693', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1699', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1705', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1711', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1717', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1724', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1730', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1737', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1743', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1749', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1755', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1762', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1768', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1782', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1804', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1810', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1816', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1827', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1834', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1841', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1847', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1853', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1859', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1867', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1873', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1879', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1885', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1892', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1898', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1904', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1910', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1917', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1923', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1933', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1949', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1955', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['1964', 'onstandstepchanged', '3786', ['onstandstepchanged', ' <*>'], 'E0']
['5', 'gettodaytotaldetailsteps', '1514038440000##6993##548365##8661##12266##27164404', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['15', 'gettodaytotaldetailsteps', '1514038440000##7007##548365##8661##12361##27173954', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['22', 'gettodaytotaldetailsteps', '1514038440000##7008##548365##8661##12456##27174269', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['29', 'gettodaytotaldetailsteps', '1514038440000##7009##548365##8661##12551##27174951', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['36', 'gettodaytotaldetailsteps', '1514038440000##7011##548365##8661##12646##27175461', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['43', 'gettodaytotaldetailsteps', '1514038440000##7012##548365##8661##12741##27176464', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['50', 'gettodaytotaldetailsteps', '1514038440000##7013##548365##8661##12836##27176966', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['57', 'gettodaytotaldetailsteps', '1514038440000##7014##548365##8661##12931##27177463', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['67', 'gettodaytotaldetailsteps', '1514038440000##7015##548365##8661##13026##27177962', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['77', 'gettodaytotaldetailsteps', '1514038440000##7017##548365##8661##13121##27179330', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['87', 'gettodaytotaldetailsteps', '1514038440000##7017##548365##8661##13216##27179417', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['94', 'gettodaytotaldetailsteps', '1514038440000##7018##548365##8661##13311##27179732', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['101', 'gettodaytotaldetailsteps', '1514038440000##7019##548365##8661##13406##27180468', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['108', 'gettodaytotaldetailsteps', '1514038440000##7020##548365##8661##13501##27180976', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['115', 'gettodaytotaldetailsteps', '1514038440000##7021##548365##8661##13596##27181971', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['122', 'gettodaytotaldetailsteps', '1514038440000##7022##548365##8661##13691##27182468', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['129', 'gettodaytotaldetailsteps', '1514038440000##7023##548365##8661##13786##27182973', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['136', 'gettodaytotaldetailsteps', '1514038440000##7024##548365##8661##13881##27183469', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['143', 'gettodaytotaldetailsteps', '1514038440000##7025##548365##8661##13976##27183974', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['150', 'gettodaytotaldetailsteps', '1514038440000##7026##548365##8661##14071##27184972', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['157', 'gettodaytotaldetailsteps', '1514038440000##7027##548365##8661##14166##27185467', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['164', 'gettodaytotaldetailsteps', '1514038440000##7028##548365##8661##14261##27185977', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['171', 'gettodaytotaldetailsteps', '1514038440000##7029##548365##8661##14356##27186469', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['178', 'gettodaytotaldetailsteps', '1514038440000##7030##548365##8661##14451##27187468', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['185', 'gettodaytotaldetailsteps', '1514038440000##7031##548365##8661##14546##27187968', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['192', 'gettodaytotaldetailsteps', '1514038440000##7032##548365##8661##14641##27188471', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['199', 'gettodaytotaldetailsteps', '1514038440000##7033##548365##8661##14736##27189469', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['206', 'gettodaytotaldetailsteps', '1514038440000##7034##548365##8661##14831##27189969', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['213', 'gettodaytotaldetailsteps', '1514038440000##7035##548365##8661##14926##27190469', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['220', 'gettodaytotaldetailsteps', '1514038440000##7036##548365##8661##15021##27190970', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['227', 'gettodaytotaldetailsteps', '1514038440000##7037##548365##8661##15116##27191969', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['234', 'gettodaytotaldetailsteps', '1514038440000##7038##548365##8661##15211##27192478', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['241', 'gettodaytotaldetailsteps', '1514038440000##7039##548365##8661##15306##27192971', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['248', 'gettodaytotaldetailsteps', '1514038440000##7040##548365##8661##15401##27193971', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['255', 'gettodaytotaldetailsteps', '1514038440000##7041##548365##8661##15496##27194480', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['262', 'gettodaytotaldetailsteps', '1514038440000##7042##548365##8661##15591##27195470', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['269', 'gettodaytotaldetailsteps', '1514038440000##7044##548365##8661##15686##27196480', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['276', 'gettodaytotaldetailsteps', '1514038440000##7045##548365##8661##15781##27196970', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['283', 'gettodaytotaldetailsteps', '1514038440000##7047##548365##8661##15876##27197972', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['290', 'gettodaytotaldetailsteps', '1514038440000##7048##548365##8661##15971##27198970', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['297', 'gettodaytotaldetailsteps', '1514038440000##7050##548365##8661##16066##27199969', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['304', 'gettodaytotaldetailsteps', '1514038440000##7052##548365##8661##16161##27200470', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['312', 'gettodaytotaldetailsteps', '1514038440000##7053##548365##8661##16256##27202475', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['319', 'gettodaytotaldetailsteps', '1514038500000##7054##548458##8661##16256##27204469', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['326', 'gettodaytotaldetailsteps', '1514038500000##7054##548551##8661##16256##27205469', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['332', 'gettodaytotaldetailsteps', '1514038560000##7054##548552##8661##16256##27283470', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['339', 'gettodaytotaldetailsteps', '1514038560000##7056##548553##8661##16256##27284971', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['346', 'gettodaytotaldetailsteps', '1514038560000##7058##548554##8661##16256##27285475', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['353', 'gettodaytotaldetailsteps', '1514038560000##7060##548555##8661##16256##27285968', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['360', 'gettodaytotaldetailsteps', '1514038560000##7062##548556##8661##16256##27286470', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['367', 'gettodaytotaldetailsteps', '1514038560000##7064##548557##8661##16256##27286970', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['374', 'gettodaytotaldetailsteps', '1514038560000##7066##548558##8661##16256##27287469', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['381', 'gettodaytotaldetailsteps', '1514038560000##7068##548559##8661##16256##27287972', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['388', 'gettodaytotaldetailsteps', '1514038560000##7070##548560##8661##16256##27288471', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['395', 'gettodaytotaldetailsteps', '1514038560000##7071##548561##8661##16256##27288973', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['402', 'gettodaytotaldetailsteps', '1514038560000##7074##548562##8661##16256##27289470', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['408', 'gettodaytotaldetailsteps', '1514038560000##7074##548563##8661##16256##27292475', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['415', 'gettodaytotaldetailsteps', '1514038560000##7075##548564##8661##16256##27309470', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['422', 'gettodaytotaldetailsteps', '1514038560000##7077##548565##8661##16256##27309969', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['429', 'gettodaytotaldetailsteps', '1514038560000##7079##548566##8661##16256##27310473', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['436', 'gettodaytotaldetailsteps', '1514038560000##7081##548567##8661##16256##27310970', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['443', 'gettodaytotaldetailsteps', '1514038560000##7083##548568##8661##16256##27311472', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['450', 'gettodaytotaldetailsteps', '1514038560000##7084##548569##8661##16256##27311970', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['457', 'gettodaytotaldetailsteps', '1514038560000##7086##548570##8661##16256##27312467', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['464', 'gettodaytotaldetailsteps', '1514038560000##7088##548571##8661##16256##27312967', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['471', 'gettodaytotaldetailsteps', '1514038560000##7090##548572##8661##16256##27313468', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['478', 'gettodaytotaldetailsteps', '1514038560000##7092##548573##8661##16256##27313974', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['485', 'gettodaytotaldetailsteps', '1514038560000##7094##548574##8661##16256##27314468', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['492', 'gettodaytotaldetailsteps', '1514038560000##7095##548575##8661##16256##27314968', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['499', 'gettodaytotaldetailsteps', '1514038560000##7097##548576##8661##16256##27315469', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['506', 'gettodaytotaldetailsteps', '1514038560000##7099##548577##8661##16256##27315983', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['513', 'gettodaytotaldetailsteps', '1514038560000##7101##548578##8661##16256##27316470', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['520', 'gettodaytotaldetailsteps', '1514038560000##7102##548579##8661##16256##27317468', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['527', 'gettodaytotaldetailsteps', '1514038560000##7103##548580##8661##16256##27318472', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['534', 'gettodaytotaldetailsteps', '1514038560000##7104##548581##8661##16256##27319473', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['541', 'gettodaytotaldetailsteps', '1514038560000##7105##548582##8661##16256##27319968', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['548', 'gettodaytotaldetailsteps', '1514038560000##7106##548583##8661##16256##27320969', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['555', 'gettodaytotaldetailsteps', '1514038560000##7107##548584##8661##16256##27321969', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['563', 'gettodaytotaldetailsteps', '1514038560000##7109##548585##8661##16256##27322469', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['570', 'gettodaytotaldetailsteps', '1514038620000##7111##548640##8661##16256##27324478', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
['577', 'gettodaytotaldetailsteps', '1514038620000##7112##548695##8661##16256##27325968', ['gettodaytotaldetailsteps', ' <*>'], 'E1']
